IU_ID_MAPPING,ADMIN0,co_endemicity
2087,AGO,"oncho,LF,loa"
2088,AGO,"oncho,LF,loa"
2089,AGO,"oncho,LF,loa"
2090,AGO,"oncho,LF,loa"
2092,AGO,"oncho,LF,loa"
2093,AGO,"oncho,LF,loa"
2094,AGO,"oncho,LF,loa"
2097,AGO,"oncho,LF,loa"
2106,AGO,"oncho,LF,loa"
2129,AGO,"oncho,LF,loa"
2132,AGO,"oncho,LF,loa"
2136,AGO,"oncho,LF,loa"
2150,AGO,"oncho,LF,loa"
2154,AGO,"oncho,LF,loa"
2157,AGO,"oncho,LF,loa"
2159,AGO,"oncho,LF,loa"
2161,AGO,"oncho,LF,loa"
2166,AGO,"oncho,LF,loa"
2170,AGO,"oncho,LF,loa"
2173,AGO,"oncho,LF,loa"
2190,AGO,"oncho,LF,loa"
2197,AGO,"oncho,LF,loa"
2202,AGO,"oncho,LF,loa"
2204,AGO,"oncho,LF,loa"
2205,AGO,"oncho,LF,loa"
2211,AGO,"oncho,LF,loa"
2213,AGO,"oncho,LF,loa"
2215,AGO,"oncho,LF,loa"
2217,AGO,"oncho,LF,loa"
2222,AGO,"oncho,LF,loa"
2051,AGO,"oncho,loa"
2052,AGO,"oncho,loa"
2055,AGO,"oncho,loa"
2057,AGO,"oncho,loa"
2063,AGO,"oncho,loa"
2064,AGO,"oncho,loa"
2065,AGO,"oncho,loa"
2066,AGO,"oncho,loa"
2067,AGO,"oncho,loa"
2069,AGO,"oncho,loa"
2070,AGO,"oncho,loa"
2071,AGO,"oncho,loa"
2076,AGO,"oncho,loa"
2077,AGO,"oncho,loa"
2078,AGO,"oncho,loa"
2079,AGO,"oncho,loa"
2080,AGO,"oncho,loa"
2081,AGO,"oncho,loa"
2082,AGO,"oncho,loa"
2083,AGO,"oncho,loa"
2091,AGO,"oncho,loa"
2096,AGO,"oncho,loa"
2098,AGO,"oncho,loa"
2099,AGO,"oncho,loa"
2100,AGO,"oncho,loa"
2101,AGO,"oncho,loa"
2102,AGO,"oncho,loa"
2103,AGO,"oncho,loa"
2104,AGO,"oncho,loa"
2105,AGO,"oncho,loa"
2107,AGO,"oncho,loa"
2108,AGO,"oncho,loa"
2110,AGO,"oncho,loa"
2111,AGO,"oncho,loa"
2112,AGO,"oncho,loa"
2113,AGO,"oncho,loa"
2114,AGO,"oncho,loa"
2115,AGO,"oncho,loa"
2116,AGO,"oncho,loa"
2118,AGO,"oncho,loa"
2119,AGO,"oncho,loa"
2120,AGO,"oncho,loa"
2121,AGO,"oncho,loa"
2122,AGO,"oncho,loa"
2124,AGO,"oncho,loa"
2125,AGO,"oncho,loa"
2127,AGO,"oncho,loa"
2130,AGO,"oncho,loa"
2138,AGO,"oncho,loa"
2140,AGO,"oncho,loa"
2148,AGO,"oncho,loa"
2149,AGO,"oncho,loa"
2151,AGO,"oncho,loa"
2152,AGO,"oncho,loa"
2153,AGO,"oncho,loa"
2155,AGO,"oncho,loa"
2156,AGO,"oncho,loa"
2158,AGO,"oncho,loa"
2160,AGO,"oncho,loa"
2162,AGO,"oncho,loa"
2163,AGO,"oncho,loa"
2164,AGO,"oncho,loa"
2165,AGO,"oncho,loa"
2167,AGO,"oncho,loa"
2168,AGO,"oncho,loa"
2169,AGO,"oncho,loa"
2171,AGO,"oncho,loa"
2172,AGO,"oncho,loa"
2174,AGO,"oncho,loa"
2176,AGO,"oncho,loa"
2177,AGO,"oncho,loa"
2179,AGO,"oncho,loa"
2181,AGO,"oncho,loa"
2182,AGO,"oncho,loa"
2183,AGO,"oncho,loa"
2184,AGO,"oncho,loa"
2185,AGO,"oncho,loa"
2187,AGO,"oncho,loa"
2188,AGO,"oncho,loa"
2189,AGO,"oncho,loa"
2191,AGO,"oncho,loa"
2192,AGO,"oncho,loa"
2193,AGO,"oncho,loa"
2194,AGO,"oncho,loa"
2195,AGO,"oncho,loa"
2196,AGO,"oncho,loa"
2198,AGO,"oncho,loa"
2199,AGO,"oncho,loa"
2200,AGO,"oncho,loa"
2201,AGO,"oncho,loa"
2203,AGO,"oncho,loa"
2206,AGO,"oncho,loa"
2207,AGO,"oncho,loa"
2208,AGO,"oncho,loa"
2209,AGO,"oncho,loa"
2210,AGO,"oncho,loa"
2219,AGO,"oncho,loa"
2220,AGO,"oncho,loa"
2221,AGO,"oncho,loa"
2054,AGO,oncho
2056,AGO,oncho
2058,AGO,oncho
2059,AGO,oncho
2060,AGO,oncho
2061,AGO,oncho
2117,AGO,oncho
2123,AGO,oncho
2126,AGO,oncho
2128,AGO,oncho
2131,AGO,oncho
2133,AGO,oncho
2134,AGO,oncho
2135,AGO,oncho
2137,AGO,oncho
2180,AGO,oncho
2186,AGO,oncho
2214,AGO,oncho
2216,AGO,oncho
6375,BDI,oncho
6376,BDI,oncho
6383,BDI,oncho
6384,BDI,oncho
6385,BDI,oncho
6403,BDI,oncho
6415,BDI,oncho
6416,BDI,oncho
6420,BDI,oncho
6421,BDI,oncho
6422,BDI,oncho
6423,BDI,oncho
6424,BDI,oncho
7420,CMR,"oncho,LF,loa"
7421,CMR,"oncho,LF,loa"
7423,CMR,"oncho,LF,loa"
7425,CMR,"oncho,LF,loa"
7426,CMR,"oncho,LF,loa"
7432,CMR,"oncho,LF,loa"
7436,CMR,"oncho,LF,loa"
7440,CMR,"oncho,LF,loa"
7441,CMR,"oncho,LF,loa"
7443,CMR,"oncho,LF,loa"
7446,CMR,"oncho,LF,loa"
7447,CMR,"oncho,LF,loa"
7448,CMR,"oncho,LF,loa"
7449,CMR,"oncho,LF,loa"
7453,CMR,"oncho,LF,loa"
7454,CMR,"oncho,LF,loa"
7455,CMR,"oncho,LF,loa"
7456,CMR,"oncho,LF,loa"
7458,CMR,"oncho,LF,loa"
7461,CMR,"oncho,LF,loa"
7462,CMR,"oncho,LF,loa"
7466,CMR,"oncho,LF,loa"
7468,CMR,"oncho,LF,loa"
7477,CMR,"oncho,LF,loa"
7509,CMR,"oncho,LF,loa"
7512,CMR,"oncho,LF,loa"
7513,CMR,"oncho,LF,loa"
7515,CMR,"oncho,LF,loa"
7517,CMR,"oncho,LF,loa"
7518,CMR,"oncho,LF,loa"
7520,CMR,"oncho,LF,loa"
7521,CMR,"oncho,LF,loa"
7522,CMR,"oncho,LF,loa"
7523,CMR,"oncho,LF,loa"
7525,CMR,"oncho,LF,loa"
7526,CMR,"oncho,LF,loa"
7539,CMR,"oncho,LF,loa"
7540,CMR,"oncho,LF,loa"
7541,CMR,"oncho,LF,loa"
7542,CMR,"oncho,LF,loa"
7543,CMR,"oncho,LF,loa"
7544,CMR,"oncho,LF,loa"
7545,CMR,"oncho,LF,loa"
7546,CMR,"oncho,LF,loa"
7547,CMR,"oncho,LF,loa"
7548,CMR,"oncho,LF,loa"
7549,CMR,"oncho,LF,loa"
7550,CMR,"oncho,LF,loa"
7551,CMR,"oncho,LF,loa"
7552,CMR,"oncho,LF,loa"
7553,CMR,"oncho,LF,loa"
7554,CMR,"oncho,LF,loa"
7555,CMR,"oncho,LF,loa"
7556,CMR,"oncho,LF,loa"
7557,CMR,"oncho,LF,loa"
7558,CMR,"oncho,LF,loa"
7559,CMR,"oncho,LF,loa"
7560,CMR,"oncho,LF,loa"
7561,CMR,"oncho,LF,loa"
7562,CMR,"oncho,LF,loa"
7563,CMR,"oncho,LF,loa"
7564,CMR,"oncho,LF,loa"
7565,CMR,"oncho,LF,loa"
7566,CMR,"oncho,LF,loa"
7567,CMR,"oncho,LF,loa"
7568,CMR,"oncho,LF,loa"
7569,CMR,"oncho,LF,loa"
7572,CMR,"oncho,LF,loa"
7573,CMR,"oncho,LF,loa"
7575,CMR,"oncho,LF,loa"
7576,CMR,"oncho,LF,loa"
7577,CMR,"oncho,LF,loa"
7578,CMR,"oncho,LF,loa"
7579,CMR,"oncho,LF,loa"
7581,CMR,"oncho,LF,loa"
7582,CMR,"oncho,LF,loa"
7586,CMR,"oncho,LF,loa"
7588,CMR,"oncho,LF,loa"
7589,CMR,"oncho,LF,loa"
7590,CMR,"oncho,LF,loa"
7591,CMR,"oncho,LF,loa"
7593,CMR,"oncho,LF,loa"
7594,CMR,"oncho,LF,loa"
7595,CMR,"oncho,LF,loa"
7596,CMR,"oncho,LF,loa"
7597,CMR,"oncho,LF,loa"
7598,CMR,"oncho,LF,loa"
7599,CMR,"oncho,LF,loa"
7600,CMR,"oncho,LF,loa"
7601,CMR,"oncho,LF,loa"
7602,CMR,"oncho,LF,loa"
7603,CMR,"oncho,LF,loa"
7604,CMR,"oncho,LF,loa"
7605,CMR,"oncho,LF,loa"
7606,CMR,"oncho,LF,loa"
7607,CMR,"oncho,LF,loa"
7612,CMR,"oncho,LF,loa"
7613,CMR,"oncho,LF,loa"
7615,CMR,"oncho,LF,loa"
7616,CMR,"oncho,LF,loa"
7428,CMR,"oncho,LF"
7473,CMR,"oncho,LF"
7475,CMR,"oncho,LF"
7476,CMR,"oncho,LF"
7478,CMR,"oncho,LF"
7480,CMR,"oncho,LF"
7481,CMR,"oncho,LF"
7483,CMR,"oncho,LF"
7485,CMR,"oncho,LF"
7486,CMR,"oncho,LF"
7487,CMR,"oncho,LF"
7489,CMR,"oncho,LF"
7490,CMR,"oncho,LF"
7492,CMR,"oncho,LF"
7496,CMR,"oncho,LF"
7497,CMR,"oncho,LF"
7501,CMR,"oncho,LF"
7502,CMR,"oncho,LF"
7527,CMR,"oncho,LF"
7528,CMR,"oncho,LF"
7529,CMR,"oncho,LF"
7530,CMR,"oncho,LF"
7531,CMR,"oncho,LF"
7532,CMR,"oncho,LF"
7533,CMR,"oncho,LF"
7534,CMR,"oncho,LF"
7535,CMR,"oncho,LF"
7536,CMR,"oncho,LF"
7537,CMR,"oncho,LF"
7538,CMR,"oncho,LF"
7609,CMR,"oncho,LF"
7422,CMR,"oncho,loa"
7424,CMR,"oncho,loa"
7427,CMR,"oncho,loa"
7429,CMR,"oncho,loa"
7430,CMR,"oncho,loa"
7431,CMR,"oncho,loa"
7433,CMR,"oncho,loa"
7434,CMR,"oncho,loa"
7435,CMR,"oncho,loa"
7437,CMR,"oncho,loa"
7438,CMR,"oncho,loa"
7439,CMR,"oncho,loa"
7442,CMR,"oncho,loa"
7444,CMR,"oncho,loa"
7445,CMR,"oncho,loa"
7450,CMR,"oncho,loa"
7451,CMR,"oncho,loa"
7452,CMR,"oncho,loa"
7457,CMR,"oncho,loa"
7459,CMR,"oncho,loa"
7460,CMR,"oncho,loa"
7463,CMR,"oncho,loa"
7464,CMR,"oncho,loa"
7465,CMR,"oncho,loa"
7467,CMR,"oncho,loa"
7469,CMR,"oncho,loa"
7470,CMR,"oncho,loa"
7471,CMR,"oncho,loa"
7472,CMR,"oncho,loa"
7503,CMR,"oncho,loa"
7504,CMR,"oncho,loa"
7505,CMR,"oncho,loa"
7506,CMR,"oncho,loa"
7507,CMR,"oncho,loa"
7508,CMR,"oncho,loa"
7510,CMR,"oncho,loa"
7511,CMR,"oncho,loa"
7514,CMR,"oncho,loa"
7516,CMR,"oncho,loa"
7519,CMR,"oncho,loa"
7524,CMR,"oncho,loa"
7570,CMR,"oncho,loa"
7571,CMR,"oncho,loa"
7574,CMR,"oncho,loa"
7580,CMR,"oncho,loa"
7583,CMR,"oncho,loa"
7584,CMR,"oncho,loa"
7585,CMR,"oncho,loa"
7587,CMR,"oncho,loa"
7592,CMR,"oncho,loa"
7608,CMR,"oncho,loa"
9661,CAF,"oncho,LF,loa"
9662,CAF,"oncho,LF,loa"
9663,CAF,"oncho,LF,loa"
9664,CAF,"oncho,LF,loa"
9665,CAF,"oncho,LF,loa"
9666,CAF,"oncho,LF,loa"
9667,CAF,"oncho,LF,loa"
9668,CAF,"oncho,LF,loa"
9669,CAF,"oncho,LF,loa"
9670,CAF,"oncho,LF,loa"
9671,CAF,"oncho,LF,loa"
9672,CAF,"oncho,LF,loa"
9673,CAF,"oncho,LF,loa"
9674,CAF,"oncho,LF,loa"
9675,CAF,"oncho,LF,loa"
9676,CAF,"oncho,LF,loa"
9677,CAF,"oncho,LF,loa"
9678,CAF,"oncho,LF,loa"
9679,CAF,"oncho,LF,loa"
9680,CAF,"oncho,LF,loa"
9681,CAF,"oncho,LF,loa"
9682,CAF,"oncho,LF,loa"
9683,CAF,"oncho,LF,loa"
9684,CAF,"oncho,LF,loa"
9685,CAF,"oncho,LF,loa"
9687,CAF,"oncho,LF,loa"
9688,CAF,"oncho,LF,loa"
9689,CAF,"oncho,LF,loa"
9690,CAF,"oncho,LF,loa"
9691,CAF,"oncho,LF,loa"
9692,CAF,"oncho,LF,loa"
10697,TCD,"oncho,LF,loa"
10698,TCD,"oncho,LF,loa"
10699,TCD,"oncho,LF,loa"
10700,TCD,"oncho,LF,loa"
10701,TCD,"oncho,LF,loa"
10703,TCD,"oncho,LF,loa"
10704,TCD,"oncho,LF,loa"
10709,TCD,"oncho,LF,loa"
10718,TCD,"oncho,LF,loa"
10719,TCD,"oncho,LF,loa"
10720,TCD,"oncho,LF,loa"
10734,TCD,"oncho,LF,loa"
10736,TCD,"oncho,LF,loa"
10759,TCD,"oncho,LF,loa"
10765,TCD,"oncho,LF,loa"
10766,TCD,"oncho,LF,loa"
10768,TCD,"oncho,LF,loa"
10769,TCD,"oncho,LF,loa"
10773,TCD,"oncho,LF,loa"
10774,TCD,"oncho,LF,loa"
10775,TCD,"oncho,LF,loa"
10777,TCD,"oncho,LF,loa"
10780,TCD,"oncho,LF,loa"
10781,TCD,"oncho,LF,loa"
10782,TCD,"oncho,LF,loa"
10790,TCD,"oncho,LF,loa"
10668,TCD,"oncho,loa"
10681,TCD,"oncho,loa"
10706,TCD,"oncho,loa"
10707,TCD,"oncho,loa"
10710,TCD,"oncho,loa"
10712,TCD,"oncho,loa"
10713,TCD,"oncho,loa"
10715,TCD,"oncho,loa"
10716,TCD,"oncho,loa"
10732,TCD,"oncho,loa"
10747,TCD,"oncho,loa"
10751,TCD,"oncho,loa"
10752,TCD,"oncho,loa"
10754,TCD,"oncho,loa"
10755,TCD,"oncho,loa"
10756,TCD,"oncho,loa"
10757,TCD,"oncho,loa"
10758,TCD,"oncho,loa"
10763,TCD,"oncho,loa"
10770,TCD,"oncho,loa"
10771,TCD,"oncho,loa"
10772,TCD,"oncho,loa"
10667,TCD,oncho
10669,TCD,oncho
10671,TCD,oncho
10672,TCD,oncho
10679,TCD,oncho
10680,TCD,oncho
10682,TCD,oncho
10725,TCD,oncho
10731,TCD,oncho
12763,COG,"oncho,LF,loa"
12765,COG,"oncho,LF,loa"
12768,COG,"oncho,LF,loa"
12775,COG,"oncho,LF,loa"
12789,COG,"oncho,LF,loa"
12791,COG,"oncho,LF,loa"
12813,COG,"oncho,LF,loa"
12814,COG,"oncho,LF,loa"
12822,COG,"oncho,LF,loa"
12823,COG,"oncho,LF,loa"
12828,COG,"oncho,LF,loa"
12835,COG,"oncho,LF,loa"
12836,COG,"oncho,LF,loa"
12773,COG,"oncho,loa"
12784,COG,"oncho,loa"
12785,COG,"oncho,loa"
12786,COG,"oncho,loa"
12798,COG,"oncho,loa"
12800,COG,"oncho,loa"
12802,COG,"oncho,loa"
12803,COG,"oncho,loa"
12805,COG,"oncho,loa"
12806,COG,"oncho,loa"
12807,COG,"oncho,loa"
12824,COG,"oncho,loa"
12825,COG,"oncho,loa"
12826,COG,"oncho,loa"
12829,COG,"oncho,loa"
12830,COG,"oncho,loa"
12831,COG,"oncho,loa"
12832,COG,"oncho,loa"
12834,COG,"oncho,loa"
12837,COG,"oncho,loa"
12838,COG,"oncho,loa"
12839,COG,"oncho,loa"
12840,COG,"oncho,loa"
12841,COG,"oncho,loa"
12842,COG,"oncho,loa"
12843,COG,"oncho,loa"
12844,COG,"oncho,loa"
12846,COG,"oncho,loa"
12848,COG,"oncho,loa"
12849,COG,"oncho,loa"
12850,COG,"oncho,loa"
13816,COD,"oncho,LF,loa"
13818,COD,"oncho,LF,loa"
13820,COD,"oncho,LF,loa"
13821,COD,"oncho,LF,loa"
13822,COD,"oncho,LF,loa"
13823,COD,"oncho,LF,loa"
13824,COD,"oncho,LF,loa"
13825,COD,"oncho,LF,loa"
13826,COD,"oncho,LF,loa"
13827,COD,"oncho,LF,loa"
13829,COD,"oncho,LF,loa"
13832,COD,"oncho,LF,loa"
13834,COD,"oncho,LF,loa"
13835,COD,"oncho,LF,loa"
13841,COD,"oncho,LF,loa"
13842,COD,"oncho,LF,loa"
13844,COD,"oncho,LF,loa"
13848,COD,"oncho,LF,loa"
13852,COD,"oncho,LF,loa"
13854,COD,"oncho,LF,loa"
13856,COD,"oncho,LF,loa"
13857,COD,"oncho,LF,loa"
13860,COD,"oncho,LF,loa"
13861,COD,"oncho,LF,loa"
13863,COD,"oncho,LF,loa"
13867,COD,"oncho,LF,loa"
13869,COD,"oncho,LF,loa"
13870,COD,"oncho,LF,loa"
13871,COD,"oncho,LF,loa"
13874,COD,"oncho,LF,loa"
13877,COD,"oncho,LF,loa"
13880,COD,"oncho,LF,loa"
13881,COD,"oncho,LF,loa"
13882,COD,"oncho,LF,loa"
13886,COD,"oncho,LF,loa"
13890,COD,"oncho,LF,loa"
13893,COD,"oncho,LF,loa"
13895,COD,"oncho,LF,loa"
13896,COD,"oncho,LF,loa"
13897,COD,"oncho,LF,loa"
13898,COD,"oncho,LF,loa"
13901,COD,"oncho,LF,loa"
13902,COD,"oncho,LF,loa"
13903,COD,"oncho,LF,loa"
13906,COD,"oncho,LF,loa"
13907,COD,"oncho,LF,loa"
13908,COD,"oncho,LF,loa"
13910,COD,"oncho,LF,loa"
13911,COD,"oncho,LF,loa"
13912,COD,"oncho,LF,loa"
13913,COD,"oncho,LF,loa"
13914,COD,"oncho,LF,loa"
13915,COD,"oncho,LF,loa"
13918,COD,"oncho,LF,loa"
13919,COD,"oncho,LF,loa"
13923,COD,"oncho,LF,loa"
13924,COD,"oncho,LF,loa"
13925,COD,"oncho,LF,loa"
13926,COD,"oncho,LF,loa"
13927,COD,"oncho,LF,loa"
13930,COD,"oncho,LF,loa"
13932,COD,"oncho,LF,loa"
13933,COD,"oncho,LF,loa"
13934,COD,"oncho,LF,loa"
13935,COD,"oncho,LF,loa"
13936,COD,"oncho,LF,loa"
13937,COD,"oncho,LF,loa"
13938,COD,"oncho,LF,loa"
13941,COD,"oncho,LF,loa"
13943,COD,"oncho,LF,loa"
13944,COD,"oncho,LF,loa"
13946,COD,"oncho,LF,loa"
13947,COD,"oncho,LF,loa"
13948,COD,"oncho,LF,loa"
13950,COD,"oncho,LF,loa"
13951,COD,"oncho,LF,loa"
13952,COD,"oncho,LF,loa"
13953,COD,"oncho,LF,loa"
13955,COD,"oncho,LF,loa"
13956,COD,"oncho,LF,loa"
13957,COD,"oncho,LF,loa"
13958,COD,"oncho,LF,loa"
13959,COD,"oncho,LF,loa"
13960,COD,"oncho,LF,loa"
13963,COD,"oncho,LF,loa"
13964,COD,"oncho,LF,loa"
13965,COD,"oncho,LF,loa"
13967,COD,"oncho,LF,loa"
13968,COD,"oncho,LF,loa"
13970,COD,"oncho,LF,loa"
13979,COD,"oncho,LF,loa"
13980,COD,"oncho,LF,loa"
13983,COD,"oncho,LF,loa"
13985,COD,"oncho,LF,loa"
13986,COD,"oncho,LF,loa"
13988,COD,"oncho,LF,loa"
13989,COD,"oncho,LF,loa"
13991,COD,"oncho,LF,loa"
13992,COD,"oncho,LF,loa"
13994,COD,"oncho,LF,loa"
13995,COD,"oncho,LF,loa"
13997,COD,"oncho,LF,loa"
13998,COD,"oncho,LF,loa"
14003,COD,"oncho,LF,loa"
14004,COD,"oncho,LF,loa"
14005,COD,"oncho,LF,loa"
14009,COD,"oncho,LF,loa"
14027,COD,"oncho,LF,loa"
14029,COD,"oncho,LF,loa"
14046,COD,"oncho,LF,loa"
14053,COD,"oncho,LF,loa"
14062,COD,"oncho,LF,loa"
14069,COD,"oncho,LF,loa"
14088,COD,"oncho,LF,loa"
14097,COD,"oncho,LF,loa"
14101,COD,"oncho,LF,loa"
14103,COD,"oncho,LF,loa"
14108,COD,"oncho,LF,loa"
14109,COD,"oncho,LF,loa"
14112,COD,"oncho,LF,loa"
14116,COD,"oncho,LF,loa"
14122,COD,"oncho,LF,loa"
14123,COD,"oncho,LF,loa"
14164,COD,"oncho,LF,loa"
14165,COD,"oncho,LF,loa"
14167,COD,"oncho,LF,loa"
14171,COD,"oncho,LF,loa"
14173,COD,"oncho,LF,loa"
14175,COD,"oncho,LF,loa"
14187,COD,"oncho,LF,loa"
14194,COD,"oncho,LF,loa"
14200,COD,"oncho,LF,loa"
14203,COD,"oncho,LF,loa"
14204,COD,"oncho,LF,loa"
14207,COD,"oncho,LF,loa"
14212,COD,"oncho,LF,loa"
14213,COD,"oncho,LF,loa"
14216,COD,"oncho,LF,loa"
14218,COD,"oncho,LF,loa"
14219,COD,"oncho,LF,loa"
14222,COD,"oncho,LF,loa"
14223,COD,"oncho,LF,loa"
14224,COD,"oncho,LF,loa"
14225,COD,"oncho,LF,loa"
14226,COD,"oncho,LF,loa"
14227,COD,"oncho,LF,loa"
14228,COD,"oncho,LF,loa"
14229,COD,"oncho,LF,loa"
14230,COD,"oncho,LF,loa"
14231,COD,"oncho,LF,loa"
14232,COD,"oncho,LF,loa"
